Calendar,GPST,x-ecef(m),y-ecef(m),z-ecef(m),Q,ns,sdx(m),sdy(m),sdz(m),sdxy(m),sdyz(m),sdzx(m),age(s),ratio
2019/12/21,0:00:00,-1132913.633,6092525.571,1504632.04,5,6,3.8742,5.6991,2.6493,-3.7245,1.7375,-1.1664,0,0
2019/12/21,0:00:30,-1132914.797,6092526.478,1504633.848,5,5,5.8045,9.4544,8.2771,-6.8187,7.8755,-5.925,0,0
2019/12/21,0:01:00,-1132914.218,6092525.991,1504632.406,5,6,3.9211,5.747,2.6546,-3.792,1.737,-1.1834,0,0
2019/12/21,0:01:30,-1132914.071,6092525.211,1504632.32,5,7,2.7223,4.8582,2.3866,-2.3965,-0.7888,1.3838,0,0
2019/12/21,0:02:00,-1132914.327,6092525.793,1504632.203,5,7,2.734,4.8662,2.3879,-2.4166,-0.8182,1.3889,0,0
2019/12/21,0:02:30,-1132914.275,6092525.713,1504632.22,5,7,2.7457,4.8743,2.3892,-2.4367,-0.8462,1.3939,0,0
2019/12/21,0:03:00,-1132914.12,6092526.202,1504632.694,5,7,2.7576,4.8826,2.3905,-2.4568,-0.8729,1.3989,0,0
2019/12/21,0:03:30,-1132914.712,6092526.063,1504631.982,5,7,2.7696,4.891,2.3918,-2.4768,-0.8983,1.4038,0,0
2019/12/21,0:04:00,-1132914.43,6092526.337,1504632.562,5,7,2.7817,4.8997,2.393,-2.4969,-0.9225,1.4087,0,0
2019/12/21,0:04:30,-1132914.009,6092526.152,1504632.653,5,7,2.7939,4.9085,2.3941,-2.517,-0.9457,1.4135,0,0
2019/12/21,0:05:00,-1132914.328,6092526.22,1504632.636,5,7,2.8063,4.9175,2.3953,-2.5371,-0.9679,1.4182,0,0
2019/12/21,0:05:30,-1132914.101,6092525.478,1504632.91,5,7,2.8187,4.9267,2.3964,-2.5572,-0.9891,1.4229,0,0
2019/12/21,0:06:00,-1132914.074,6092526.179,1504632.418,5,7,2.8313,4.936,2.3974,-2.5773,-1.0095,1.4275,0,0
2019/12/21,0:06:30,-1132914.494,6092526.56,1504632.477,5,7,2.8439,4.9455,2.3985,-2.5973,-1.029,1.432,0,0
2019/12/21,0:07:00,-1132914.306,6092525.893,1504632.322,5,7,2.8567,4.9551,2.3994,-2.6174,-1.0477,1.4365,0,0
2019/12/21,0:07:30,-1132914.429,6092526.306,1504632.226,5,7,2.8696,4.9649,2.4004,-2.6374,-1.0656,1.4408,0,0
2019/12/21,0:08:00,-1132913.943,6092525.67,1504632.134,5,7,2.8826,4.9748,2.4013,-2.6575,-1.0828,1.4451,0,0
2019/12/21,0:08:30,-1132914.433,6092526.275,1504632.762,5,7,2.8957,4.9849,2.4021,-2.6775,-1.0992,1.4493,0,0
2019/12/21,0:09:00,-1132914.173,6092526.677,1504632.147,5,7,2.9089,4.9951,2.4029,-2.6976,-1.115,1.4534,0,0
2019/12/21,0:09:30,-1132914.333,6092525.841,1504632.688,5,7,2.9222,5.0054,2.4037,-2.7176,-1.1301,1.4574,0,0
2019/12/21,0:10:00,-1132913.86,6092525.496,1504632.509,5,7,2.9356,5.0158,2.4043,-2.7376,-1.1445,1.4613,0,0
2019/12/21,0:10:30,-1132913.723,6092526.128,1504632.482,5,6,4.4548,6.3197,2.7015,-4.5161,1.8364,-1.4007,0,0
2019/12/21,0:11:00,-1132913.758,6092525.521,1504632.055,5,6,4.4879,6.3562,2.7039,-4.5589,1.8477,-1.4157,0,0
2019/12/21,0:11:30,-1132913.544,6092524.877,1504632.197,5,6,4.5215,6.3934,2.7062,-4.6024,1.8598,-1.4311,0,0
2019/12/21,0:12:00,-1132913.635,6092525.709,1504631.94,5,6,4.5557,6.4314,2.7086,-4.6463,1.8725,-1.447,0,0
2019/12/21,0:12:30,-1132913.652,6092525.194,1504631.993,5,6,4.5905,6.47,2.711,-4.6909,1.886,-1.4633,0,0
2019/12/21,0:13:00,-1132912.978,6092524.039,1504632.011,5,6,4.6259,6.5093,2.7134,-4.736,1.9002,-1.4801,0,0
2019/12/21,0:13:30,-1132913.134,6092524.177,1504631.682,5,6,4.6618,6.5493,2.7158,-4.7816,1.9151,-1.4974,0,0
2019/12/21,0:14:00,-1132913.983,6092525.744,1504631.947,5,6,4.6983,6.5901,2.7182,-4.8279,1.9308,-1.5151,0,0
2019/12/21,0:14:30,-1132914.103,6092525.719,1504631.843,5,6,4.7355,6.6316,2.7207,-4.8747,1.9472,-1.5333,0,0
2019/12/21,0:15:00,-1132913.739,6092525.675,1504632.078,5,6,4.7732,6.6738,2.7232,-4.9222,1.9643,-1.552,0,0
2019/12/21,0:15:30,-1132913.507,6092524.771,1504632.046,5,6,4.8116,6.7168,2.7257,-4.9702,1.9822,-1.5712,0,0
2019/12/21,0:16:00,-1132913.701,6092525.476,1504632.296,5,6,4.8506,6.7605,2.7283,-5.0189,2.0009,-1.5909,0,0
2019/12/21,0:16:30,-1132913.424,6092525.58,1504632.319,5,6,4.8902,6.805,2.7309,-5.0682,2.0203,-1.6112,0,0
2019/12/21,0:17:00,-1132913.417,6092525.333,1504632.605,5,6,4.9305,6.8502,2.7335,-5.1181,2.0405,-1.6319,0,0
2019/12/21,0:17:30,-1132913.493,6092524.898,1504632.346,5,6,4.9715,6.8963,2.7362,-5.1687,2.0615,-1.6532,0,0
2019/12/21,0:18:00,-1132913.588,6092525.626,1504632.326,5,6,5.0131,6.9431,2.739,-5.22,2.0833,-1.6751,0,0
2019/12/21,0:18:30,-1132913.501,6092524.999,1504632.621,5,6,5.0554,6.9907,2.7418,-5.2719,2.1058,-1.6975,0,0
2019/12/21,0:19:00,-1132913.843,6092525.588,1504632.797,5,6,5.0984,7.0392,2.7447,-5.3245,2.1292,-1.7205,0,0
2019/12/21,0:19:30,-1132914.136,6092526.645,1504632.223,5,6,5.142,7.0884,2.7477,-5.3778,2.1533,-1.7441,0,0
2019/12/21,0:20:00,-1132913.701,6092526.056,1504632.348,5,6,5.1864,7.1385,2.7508,-5.4318,2.1782,-1.7682,0,0
2019/12/21,0:20:30,-1132913.678,6092525.076,1504632.393,5,6,5.2315,7.1894,2.7539,-5.4864,2.2039,-1.7929,0,0
2019/12/21,0:21:00,-1132913.757,6092525.735,1504634.336,5,5,6.1359,8.6138,6.0663,-6.7317,5.4939,-4.4968,0,0
2019/12/21,0:21:30,-1132913.772,6092525.782,1504633.67,5,5,6.16,8.6285,6.0211,-6.7545,5.4559,-4.4702,0,0
2019/12/21,0:22:00,-1132913.185,6092524.836,1504632.709,5,6,5.3711,7.3472,2.764,-5.6548,2.2859,-1.8707,0,0
2019/12/21,0:22:30,-1132913.536,6092525.381,1504632.507,5,6,5.4191,7.4015,2.7676,-5.7124,2.3149,-1.8978,0,0
2019/12/21,0:23:00,-1132913.607,6092525.079,1504632.285,5,6,5.4679,7.4567,2.7713,-5.7707,2.3446,-1.9256,0,0
2019/12/21,0:23:30,-1132912.725,6092523.844,1504632.136,5,6,5.5174,7.5127,2.7751,-5.8298,2.3752,-1.954,0,0
2019/12/21,0:24:00,-1132913.555,6092524.753,1504632.166,5,6,5.5677,7.5697,2.7791,-5.8896,2.4066,-1.983,0,0
2019/12/21,0:24:30,-1132913.482,6092525.188,1504632.234,5,6,5.6187,7.6275,2.7833,-5.9502,2.4387,-2.0126,0,0
2019/12/21,0:25:00,-1132913.093,6092524.306,1504632.375,5,6,5.6706,7.6863,2.7876,-6.0116,2.4717,-2.0429,0,0
2019/12/21,0:25:30,-1132913.224,6092524.293,1504632.604,5,6,5.7232,7.7459,2.7921,-6.0738,2.5055,-2.0739,0,0
2019/12/21,0:26:00,-1132913.068,6092524.621,1504632.262,5,6,5.7766,7.8065,2.7967,-6.1367,2.5401,-2.1055,0,0
2019/12/21,0:26:30,-1132913.745,6092525.761,1504632.364,5,6,5.8308,7.868,2.8016,-6.2004,2.5755,-2.1377,0,0
2019/12/21,0:27:00,-1132913.604,6092525.033,1504632.306,5,6,5.8858,7.9304,2.8066,-6.265,2.6117,-2.1706,0,0
2019/12/21,0:27:30,-1132914.031,6092526.297,1504632.571,5,6,5.9416,7.9937,2.8119,-6.3303,2.6488,-2.2042,0,0
2019/12/21,0:28:00,-1132914.549,6092526.361,1504632.381,5,7,2.8307,4.2845,2.7949,-2.1965,2.1899,-1.7702,0,0
2019/12/21,0:28:30,-1132912.991,6092524.225,1504632.007,5,6,6.0555,8.1231,2.8231,-6.4633,2.7252,-2.2733,0,0
2019/12/21,0:29:00,-1132912.758,6092523.99,1504631.494,5,6,6.1137,8.1892,2.8291,-6.531,2.7646,-2.3089,0,0
2019/12/21,0:29:30,-1132913.187,6092524.277,1504632.124,5,6,6.1727,8.2562,2.8353,-6.5995,2.8049,-2.3452,0,0
2019/12/21,0:30:00,-1132913.332,6092524.703,1504632.261,5,6,6.2325,8.3242,2.8418,-6.6688,2.8459,-2.3821,0,0
2019/12/21,0:30:30,-1132915.015,6092526.907,1504632.508,5,7,2.8981,4.3704,2.8131,-2.3208,2.2648,-1.8311,0,0
2019/12/21,0:31:00,-1132915.097,6092527.022,1504632.226,5,7,2.9122,4.3885,2.817,-2.3462,2.2806,-1.8436,0,0
2019/12/21,0:31:30,-1132914.758,6092526.599,1504632.365,5,7,2.9264,4.407,2.821,-2.3717,2.2966,-1.8563,0,0
2019/12/21,0:32:00,-1132914.852,6092526.471,1504632.275,5,7,2.9409,4.4259,2.825,-2.3974,2.3128,-1.8691,0,0
2019/12/21,0:32:30,-1132914.614,6092526.739,1504632.262,5,7,2.9555,4.4451,2.8292,-2.4232,2.3293,-1.882,0,0
2019/12/21,0:33:00,-1132914.656,6092526.665,1504632.235,5,7,2.9703,4.4646,2.8335,-2.4493,2.3461,-1.8951,0,0
2019/12/21,0:33:30,-1132914.827,6092526.59,1504632.74,5,7,2.9854,4.4845,2.8378,-2.4755,2.3631,-1.9083,0,0
2019/12/21,0:34:00,-1132914.997,6092526.155,1504632.192,5,7,3.0006,4.5047,2.8423,-2.5019,2.3803,-1.9217,0,0
2019/12/21,0:34:30,-1132914.12,6092526.386,1504632.27,5,7,3.0161,4.5253,2.8469,-2.5284,2.3979,-1.9352,0,0
2019/12/21,0:35:00,-1132914.545,6092526.455,1504632.541,5,7,3.0318,4.5462,2.8516,-2.5552,2.4156,-1.9488,0,0
2019/12/21,0:35:30,-1132914.739,6092526.907,1504632.494,5,7,3.0476,4.5675,2.8564,-2.5822,2.4337,-1.9626,0,0
2019/12/21,0:36:00,-1132914.903,6092526.692,1504632.681,5,7,3.0637,4.5892,2.8613,-2.6093,2.4519,-1.9765,0,0
2019/12/21,0:36:30,-1132914.417,6092526.604,1504632.622,5,7,3.08,4.6112,2.8663,-2.6367,2.4705,-1.9906,0,0
2019/12/21,0:37:00,-1132915.22,6092526.881,1504632.381,5,6,3.2169,5.0764,2.9418,-2.3,2.2069,-2.1394,0,0
2019/12/21,0:37:30,-1132914.964,6092526.374,1504632.319,5,5,3.6542,5.4832,3.0796,-1.4154,2.6098,-1.7557,0,0
2019/12/21,0:38:00,-1132915.161,6092526.735,1504632.244,5,5,3.6609,5.5071,3.087,-1.4751,2.6407,-1.7646,0,0
2019/12/21,0:38:30,-1132914.624,6092526.65,1504631.783,5,5,3.6677,5.5316,3.0946,-1.5331,2.6718,-1.7739,0,0
2019/12/21,0:39:00,-1132914.911,6092526.408,1504632.511,5,6,3.2775,5.1652,2.9531,-2.4359,2.3149,-2.1822,0,0
2019/12/21,0:39:30,-1132914.221,6092526.051,1504632.402,5,6,3.2932,5.1884,2.9564,-2.4701,2.3423,-2.1933,0,0
2019/12/21,0:40:00,-1132914.906,6092528.078,1504632.552,5,6,3.3091,5.212,2.9598,-2.5044,2.3698,-2.2047,0,0
2019/12/21,0:40:30,-1132913.87,6092526.069,1504632.514,5,6,3.3252,5.2361,2.9635,-2.5389,2.3975,-2.2164,0,0
2019/12/21,0:41:00,-1132914.153,6092525.837,1504632.644,5,6,3.3416,5.2606,2.9673,-2.5734,2.4253,-2.2282,0,0
2019/12/21,0:41:30,-1132914.612,6092526.95,1504631.959,5,5,3.7135,5.6935,3.1463,-1.8566,2.865,-1.8381,0,0
2019/12/21,0:42:00,-1132915.644,6092527.358,1504632.291,5,5,3.7218,5.723,3.156,-1.9076,2.8983,-1.8502,0,0
2019/12/21,0:42:30,-1132913.983,6092525.769,1504632.295,5,7,3.2922,4.9051,2.937,-2.9812,2.7125,-2.1722,0,0
2019/12/21,0:43:00,-1132915.069,6092526.999,1504632.276,5,7,3.3113,4.9321,2.9438,-3.0113,2.7343,-2.1885,0,0
2019/12/21,0:43:30,-1132915.212,6092527.414,1504632.79,5,8,2.2716,4.2408,2.7428,-1.7287,2.1908,-1.4869,0,0
2019/12/21,0:44:00,-1132915.142,6092527.398,1504632.701,5,8,2.2804,4.2553,2.7474,-1.7478,2.207,-1.4984,0,0
2019/12/21,0:44:30,-1132915.844,6092527.662,1504632.66,5,8,2.2894,4.27,2.7521,-1.767,2.2232,-1.5098,0,0
2019/12/21,0:45:00,-1132914.948,6092526.539,1504632.524,5,8,2.2984,4.2849,2.7568,-1.7862,2.2396,-1.5214,0,0
2019/12/21,0:45:30,-1132915.337,6092527.577,1504632.547,5,8,2.3076,4.3,2.7617,-1.8055,2.2562,-1.533,0,0
2019/12/21,0:46:00,-1132915.126,6092527.126,1504632.349,5,7,2.4623,4.786,2.8013,-1.2669,2.063,-1.659,0,0
2019/12/21,0:46:30,-1132914.748,6092526.565,1504632.348,5,6,3.5363,5.5591,3.0225,-2.9623,2.7416,-2.3728,0,0
2019/12/21,0:47:00,-1132914.061,6092526.331,1504632.138,5,6,3.5554,5.589,3.0288,-2.9985,2.7712,-2.3873,0,0
2019/12/21,0:47:30,-1132915.064,6092527.065,1504632.39,5,6,3.5747,5.6193,3.0353,-3.0349,2.8011,-2.402,0,0
2019/12/21,0:48:00,-1132914.52,6092527.265,1504632.203,5,6,3.5942,5.6501,3.042,-3.0714,2.8311,-2.4169,0,0
2019/12/21,0:48:30,-1132914.945,6092527.333,1504632.509,5,6,3.6139,5.6813,3.0489,-3.1081,2.8612,-2.432,0,0
2019/12/21,0:49:00,-1132914.633,6092526.424,1504632.523,5,6,3.6339,5.713,3.0561,-3.1449,2.8915,-2.4473,0,0
2019/12/21,0:49:30,-1132915.011,6092526.859,1504632.628,5,6,3.654,5.7452,3.0634,-3.1819,2.922,-2.4629,0,0
2019/12/21,4:28:30,-1132914.015,6092522.671,1504632.28,5,9,2.9837,7.3622,3.216,-3.0131,3.5468,-1.5233,0,0
2019/12/21,4:29:00,-1132914.027,6092523.779,1504632.417,5,9,2.9843,7.3685,3.2228,-3.0141,3.5581,-1.5278,0,0
2019/12/21,4:29:30,-1132913.971,6092524.106,1504632.574,5,9,2.985,7.3744,3.2296,-3.015,3.569,-1.5322,0,0
2019/12/21,4:30:00,-1132914.041,6092523.649,1504632.659,5,9,2.9856,7.3799,3.2364,-3.0157,3.5797,-1.5365,0,0
2019/12/21,4:30:30,-1132914.095,6092523.467,1504632.204,5,9,2.9862,7.385,3.2431,-3.0162,3.5901,-1.5407,0,0
2019/12/21,4:31:00,-1132914.096,6092523.559,1504632.326,5,9,2.9868,7.3896,3.2498,-3.0165,3.6002,-1.5447,0,0
2019/12/21,4:31:30,-1132913.967,6092523.972,1504632.333,5,9,2.9874,7.3939,3.2565,-3.0166,3.6099,-1.5486,0,0
2019/12/21,4:32:00,-1132914.161,6092523.736,1504632.756,5,9,2.988,7.3977,3.263,-3.0166,3.6194,-1.5524,0,0
2019/12/21,4:32:30,-1132914.192,6092524.163,1504632.602,5,9,2.9886,7.4011,3.2696,-3.0164,3.6286,-1.5561,0,0
2019/12/21,4:33:00,-1132914.181,6092524.109,1504632.769,5,9,2.9892,7.4041,3.276,-3.016,3.6374,-1.5596,0,0
2019/12/21,4:33:30,-1132914.088,6092524.235,1504632.407,5,9,2.9898,7.4066,3.2825,-3.0154,3.6459,-1.563,0,0
2019/12/21,4:34:00,-1132914.057,6092523.939,1504632.34,5,9,2.9903,7.4087,3.2888,-3.0146,3.6541,-1.5663,0,0
2019/12/21,4:34:30,-1132914.293,6092523.968,1504632.657,5,9,2.9909,7.4104,3.2951,-3.0137,3.662,-1.5695,0,0
2019/12/21,4:35:00,-1132914.425,6092524.946,1504632.64,5,9,2.9915,7.4117,3.3014,-3.0126,3.6696,-1.5726,0,0
2019/12/21,4:35:30,-1132913.899,6092524.896,1504632.541,5,9,2.992,7.4125,3.3076,-3.0114,3.6768,-1.5755,0,0
2019/12/21,4:36:00,-1132914.146,6092525.066,1504632.765,5,9,2.9926,7.4128,3.3137,-3.0099,3.6838,-1.5784,0,0
2019/12/21,4:36:30,-1132913.718,6092523.72,1504632.636,5,9,2.9932,7.4128,3.3198,-3.0083,3.6904,-1.5811,0,0
2019/12/21,4:37:00,-1132914.185,6092523.688,1504632.578,5,9,2.9937,7.4123,3.3258,-3.0066,3.6967,-1.5838,0,0
2019/12/21,4:37:30,-1132914.025,6092524.739,1504632.67,5,9,2.9943,7.4113,3.3318,-3.0047,3.7028,-1.5863,0,0
2019/12/21,4:38:00,-1132913.929,6092524.052,1504632.54,5,9,2.9949,7.4099,3.3377,-3.0026,3.7085,-1.5888,0,0
2019/12/21,4:38:30,-1132914.131,6092524.049,1504632.609,5,9,2.9955,7.4081,3.3435,-3.0004,3.7139,-1.5911,0,0
2019/12/21,4:39:00,-1132914.063,6092523.682,1504632.665,5,8,2.9961,8.9312,3.3545,-3.0079,3.8429,-1.5941,0,0
2019/12/21,4:39:30,-1132913.873,6092524.433,1504632.704,5,8,2.9967,8.9415,3.3609,-3.0105,3.8553,-1.5967,0,0
2019/12/21,4:40:00,-1132914.242,6092523.691,1504632.885,5,8,2.9974,8.9509,3.3672,-3.0129,3.8673,-1.5992,0,0
2019/12/21,4:40:30,-1132913.993,6092524.002,1504632.866,5,8,2.998,8.9594,3.3735,-3.0151,3.8789,-1.6017,0,0
2019/12/21,4:41:00,-1132914.103,6092523.284,1504632.782,5,8,2.9987,8.9671,3.3797,-3.017,3.89,-1.6041,0,0
2019/12/21,4:41:30,-1132914.17,6092524.859,1504632.712,5,8,2.9994,8.9739,3.3859,-3.0187,3.9007,-1.6064,0,0
2019/12/21,4:42:00,-1132914.135,6092524.837,1504632.776,5,8,3.0002,8.9798,3.392,-3.0201,3.911,-1.6088,0,0
2019/12/21,4:42:30,-1132914.029,6092524.782,1504632.574,5,8,3.001,8.9849,3.3981,-3.0213,3.9208,-1.611,0,0
2019/12/21,4:43:00,-1132914.405,6092525.09,1504632.884,5,8,3.0017,8.9891,3.4041,-3.0223,3.9301,-1.6132,0,0
2019/12/21,4:43:30,-1132914.387,6092524.46,1504632.812,5,8,3.0026,8.9924,3.4101,-3.0231,3.9391,-1.6153,0,0
2019/12/21,4:44:00,-1132913.982,6092523.65,1504632.694,5,8,3.0034,8.9948,3.416,-3.0236,3.9475,-1.6174,0,0
2019/12/21,4:44:30,-1132914.28,6092524.75,1504632.747,5,8,3.0043,8.9963,3.4219,-3.0239,3.9556,-1.6195,0,0
2019/12/21,4:45:00,-1132914.22,6092525,1504633.022,5,8,3.0052,8.997,3.4277,-3.024,3.9632,-1.6215,0,0
2019/12/21,4:45:30,-1132914.212,6092524.124,1504632.569,5,8,3.0061,8.9967,3.4335,-3.0239,3.9703,-1.6234,0,0
2019/12/21,4:46:00,-1132914.037,6092524.021,1504632.652,5,8,3.0071,8.9956,3.4392,-3.0236,3.977,-1.6253,0,0
2019/12/21,4:46:30,-1132914.214,6092524.491,1504632.787,5,8,3.008,8.9937,3.4449,-3.023,3.9833,-1.6272,0,0
2019/12/21,4:47:00,-1132913.973,6092524.586,1504632.747,5,8,3.0091,8.9909,3.4505,-3.0223,3.9891,-1.629,0,0
2019/12/21,4:47:30,-1132914.112,6092523.572,1504632.572,5,8,3.0101,8.9872,3.456,-3.0213,3.9945,-1.6308,0,0
2019/12/21,4:48:00,-1132914.251,6092524.457,1504632.859,5,8,3.0112,8.9827,3.4615,-3.0201,3.9995,-1.6325,0,0
2019/12/21,4:48:30,-1132914.107,6092524.867,1504632.55,5,8,3.0123,8.9773,3.4669,-3.0188,4.004,-1.6342,0,0
2019/12/21,4:49:00,-1132914.252,6092524.836,1504633.106,5,8,3.0135,8.9712,3.4723,-3.0173,4.0082,-1.6359,0,0
2019/12/21,4:49:30,-1132914.404,6092524.564,1504632.704,5,8,3.0147,8.9642,3.4776,-3.0156,4.0119,-1.6376,0,0
2019/12/21,4:50:00,-1132914.428,6092524.737,1504632.804,5,8,3.0159,8.9564,3.4829,-3.0137,4.0152,-1.6392,0,0
2019/12/21,4:50:30,-1132914.134,6092524.614,1504632.647,5,8,3.0171,8.9479,3.4881,-3.0116,4.0181,-1.6408,0,0
2019/12/21,4:51:00,-1132914.265,6092525.032,1504633.188,5,8,3.0184,8.9385,3.4933,-3.0094,4.0206,-1.6424,0,0
2019/12/21,4:51:30,-1132914.229,6092524.374,1504632.994,5,8,3.0198,8.9284,3.4984,-3.0071,4.0227,-1.644,0,0
2019/12/21,4:52:00,-1132914.192,6092524.813,1504633.076,5,8,3.0212,8.9176,3.5034,-3.0046,4.0244,-1.6456,0,0
2019/12/21,4:52:30,-1132914.052,6092525.049,1504633.009,5,8,3.0226,8.9061,3.5084,-3.0019,4.0257,-1.6471,0,0
2019/12/21,4:53:00,-1132914.35,6092525.219,1504632.938,5,8,3.0241,8.8938,3.5134,-2.9991,4.0267,-1.6487,0,0
2019/12/21,4:53:30,-1132914.18,6092524.345,1504633.179,5,8,3.0256,8.8809,3.5183,-2.9962,4.0273,-1.6502,0,0
2019/12/21,4:54:00,-1132914.194,6092524.739,1504633.133,5,8,3.0272,8.8673,3.5231,-2.9932,4.0276,-1.6518,0,0
2019/12/21,4:54:30,-1132914.573,6092524.298,1504632.78,5,8,3.0288,8.853,3.5279,-2.9901,4.0275,-1.6534,0,0
2019/12/21,4:55:00,-1132914.092,6092525.324,1504633.132,5,8,3.0304,8.8381,3.5327,-2.9868,4.0271,-1.655,0,0
2019/12/21,4:55:30,-1132914.258,6092525.003,1504633.018,5,8,3.0322,8.8226,3.5374,-2.9835,4.0264,-1.6566,0,0
2019/12/21,4:56:00,-1132914.331,6092523.981,1504632.887,5,8,3.0339,8.8065,3.5421,-2.98,4.0254,-1.6582,0,0
2019/12/21,4:56:30,-1132914.259,6092524.884,1504632.966,5,8,3.0357,8.7899,3.5468,-2.9765,4.024,-1.6598,0,0
2019/12/21,4:57:00,-1132914.344,6092524.763,1504632.912,5,8,3.0376,8.7726,3.5514,-2.9729,4.0224,-1.6615,0,0
2019/12/21,4:57:30,-1132914.38,6092524.638,1504632.961,5,8,3.0395,8.7549,3.556,-2.9693,4.0204,-1.6632,0,0
2019/12/21,4:58:00,-1132914.419,6092524.879,1504633.054,5,8,3.0415,8.7367,3.5605,-2.9656,4.0182,-1.6649,0,0
2019/12/21,4:58:30,-1132914.497,6092525.12,1504633.169,5,8,3.0436,8.7179,3.565,-2.9618,4.0157,-1.6667,0,0
2019/12/21,4:59:00,-1132914.293,6092524.352,1504632.799,5,8,3.0457,8.6987,3.5695,-2.958,4.013,-1.6685,0,0
2019/12/21,4:59:30,-1132914.444,6092524.979,1504633.035,5,8,3.0478,8.6791,3.5739,-2.9542,4.01,-1.6704,0,0
2019/12/21,5:00:00,-1132914.101,6092524.207,1504632.993,5,8,3.0501,8.659,3.5783,-2.9503,4.0068,-1.6723,0,0
2019/12/21,5:00:30,-1132914.115,6092525.574,1504633.263,5,8,3.0524,8.6386,3.5827,-2.9464,4.0033,-1.6742,0,0
2019/12/21,5:01:00,-1132914.03,6092525.116,1504633.379,5,8,3.0547,8.6177,3.5871,-2.9425,3.9997,-1.6763,0,0
2019/12/21,5:01:30,-1132914.34,6092525.297,1504633.439,5,8,3.0571,8.5965,3.5915,-2.9386,3.9958,-1.6784,0,0
2019/12/21,5:02:00,-1132914.194,6092525.105,1504633.269,5,8,3.0596,8.575,3.5958,-2.9347,3.9917,-1.6805,0,0
2019/12/21,5:02:30,-1132914.231,6092525.005,1504633.225,5,8,3.0622,8.5531,3.6001,-2.9307,3.9875,-1.6827,0,0
2019/12/21,5:03:00,-1132914.254,6092524.817,1504633.372,5,8,3.0648,8.531,3.6044,-2.9268,3.9831,-1.685,0,0
2019/12/21,5:03:30,-1132914.175,6092524.539,1504633.17,5,8,3.0675,8.5086,3.6087,-2.923,3.9785,-1.6874,0,0
2019/12/21,5:04:00,-1132914.247,6092525.237,1504633.281,5,8,3.0702,8.4859,3.613,-2.9191,3.9737,-1.6898,0,0
2019/12/21,5:04:30,-1132914.258,6092525.03,1504633.327,5,8,3.0731,8.463,3.6172,-2.9153,3.9688,-1.6923,0,0
2019/12/21,5:05:00,-1132914.195,6092524.484,1504633.098,5,8,3.076,8.4398,3.6215,-2.9115,3.9637,-1.6949,0,0
2019/12/21,5:05:30,-1132914.283,6092524.797,1504633.102,5,8,3.079,8.4165,3.6257,-2.9078,3.9586,-1.6976,0,0
2019/12/21,5:06:00,-1132914.104,6092524.749,1504633.307,5,8,3.082,8.393,3.6299,-2.9041,3.9533,-1.7004,0,0
2019/12/21,5:06:30,-1132914.03,6092524.324,1504632.973,5,8,3.0852,8.3693,3.6341,-2.9004,3.9479,-1.7033,0,0
2019/12/21,5:07:00,-1132913.807,6092525.101,1504633.223,5,8,3.0884,8.3455,3.6384,-2.8969,3.9423,-1.7063,0,0
2019/12/21,5:07:30,-1132914.032,6092524.622,1504633.127,5,8,3.0917,8.3216,3.6426,-2.8934,3.9367,-1.7093,0,0
2019/12/21,5:08:00,-1132914.261,6092524.68,1504633.268,5,8,3.095,8.2975,3.6468,-2.8899,3.931,-1.7125,0,0
2019/12/21,5:08:30,-1132914.056,6092525.085,1504633.434,5,8,3.0985,8.2734,3.651,-2.8866,3.9252,-1.7158,0,0
2019/12/21,5:09:00,-1132914.073,6092524.396,1504633.24,5,8,3.102,8.2492,3.6552,-2.8833,3.9194,-1.7192,0,0
2019/12/21,5:09:30,-1132914.243,6092524.193,1504633.352,5,8,3.1056,8.2249,3.6594,-2.8801,3.9134,-1.7227,0,0
2019/12/21,5:10:00,-1132914.107,6092524.558,1504633.147,5,8,3.1093,8.2006,3.6636,-2.877,3.9075,-1.7263,0,0
2019/12/21,5:10:30,-1132914.211,6092524.423,1504633.319,5,8,3.1131,8.1763,3.6678,-2.874,3.9014,-1.73,0,0
2019/12/21,5:11:00,-1132914.236,6092524.917,1504633.349,5,8,3.117,8.1519,3.672,-2.8711,3.8954,-1.7338,0,0
2019/12/21,5:11:30,-1132914.014,6092524.135,1504633.348,5,8,3.121,8.1275,3.6762,-2.8684,3.8893,-1.7378,0,0
2019/12/21,5:12:00,-1132914.104,6092524.616,1504633.25,5,8,3.125,8.1032,3.6804,-2.8657,3.8831,-1.7418,0,0
2019/12/21,5:12:30,-1132913.782,6092525.197,1504633.36,5,8,3.1292,8.0789,3.6846,-2.8631,3.877,-1.746,0,0
2019/12/21,5:13:00,-1132913.925,6092525.254,1504633.401,5,8,3.1334,8.0546,3.6888,-2.8606,3.8708,-1.7503,0,0
2019/12/21,5:13:30,-1132914.124,6092524.17,1504633.061,5,8,3.1377,8.0304,3.693,-2.8583,3.8646,-1.7547,0,0
2019/12/21,5:14:00,-1132914.145,6092523.929,1504633.333,5,8,3.1421,8.0062,3.6972,-2.8561,3.8584,-1.7593,0,0
2019/12/21,5:14:30,-1132913.965,6092524.057,1504633.123,5,8,3.1467,7.9821,3.7014,-2.854,3.8522,-1.764,0,0
2019/12/21,5:15:00,-1132914.028,6092525.008,1504633.152,5,8,3.1513,7.9581,3.7056,-2.852,3.846,-1.7688,0,0
2019/12/21,5:15:30,-1132914.051,6092524.808,1504633.053,5,8,3.156,7.9342,3.7098,-2.8502,3.8398,-1.7737,0,0
