Calendar,GPST,x-ecef(m),y-ecef(m),z-ecef(m),Q,ns,sdx(m),sdy(m),sdz(m),sdxy(m),sdyz(m),sdzx(m),age(s),ratio
2019/12/21,7:41:30,-1132915.169,6092527.197,1504632.085,5,7,4.5755,10.4066,4.1574,-3.4139,5.6064,-2.0233,0,0
2019/12/21,7:42:00,-1132914.706,6092526.857,1504632.036,5,7,4.5701,10.3601,4.1491,-3.4335,5.5784,-2.0287,0,0
2019/12/21,7:42:30,-1132914.97,6092526.79,1504632.314,5,7,4.5647,10.3137,4.1408,-3.4525,5.5503,-2.0337,0,0
2019/12/21,7:43:00,-1132915.312,6092526.853,1504632.208,5,7,4.5594,10.2673,4.1326,-3.4707,5.5221,-2.0385,0,0
2019/12/21,7:43:30,-1132914.649,6092526.146,1504631.782,5,7,4.554,10.221,4.1245,-3.4882,5.4939,-2.043,0,0
2019/12/21,7:44:00,-1132915.067,6092526.371,1504631.819,5,7,4.5487,10.1747,4.1165,-3.5051,5.4655,-2.0472,0,0
2019/12/21,7:44:30,-1132915.407,6092526.691,1504632.332,5,7,4.5434,10.1286,4.1085,-3.5214,5.4372,-2.0511,0,0
2019/12/21,7:45:00,-1132914.784,6092526.127,1504632.105,5,7,4.5381,10.0826,4.1006,-3.537,5.4087,-2.0547,0,0
2019/12/21,7:45:30,-1132914.929,6092525.953,1504631.886,5,7,4.5329,10.0368,4.0928,-3.5521,5.3803,-2.058,0,0
2019/12/21,7:46:00,-1132914.667,6092524.886,1504631.561,5,7,4.5277,9.9912,4.0851,-3.5665,5.3519,-2.0611,0,0
2019/12/21,7:46:30,-1132914.715,6092525.687,1504631.861,5,7,4.5224,9.9459,4.0776,-3.5805,5.3234,-2.0639,0,0
2019/12/21,7:47:00,-1132914.561,6092525.672,1504631.642,5,7,4.5173,9.9007,4.0701,-3.5939,5.295,-2.0665,0,0
2019/12/21,7:47:30,-1132914.976,6092526.061,1504631.993,5,7,4.5121,9.8558,4.0628,-3.6068,5.2666,-2.0689,0,0
2019/12/21,7:48:00,-1132915.094,6092525.732,1504631.986,5,7,4.5069,9.8112,4.0557,-3.6192,5.2382,-2.071,0,0
2019/12/21,7:48:30,-1132914.784,6092525.325,1504631.713,5,7,4.5018,9.7668,4.0486,-3.6312,5.2099,-2.073,0,0
2019/12/21,7:49:00,-1132914.901,6092525.223,1504631.74,5,7,4.4967,9.7228,4.0417,-3.6427,5.1817,-2.0747,0,0
2019/12/21,7:49:30,-1132915.098,6092525.848,1504631.877,5,7,4.4916,9.6791,4.035,-3.6538,5.1535,-2.0762,0,0
2019/12/21,7:50:00,-1132914.859,6092525.893,1504632.012,5,7,4.4866,9.6357,4.0284,-3.6645,5.1253,-2.0775,0,0
2019/12/21,7:50:30,-1132914.592,6092525.102,1504631.806,5,7,4.4815,9.5927,4.0219,-3.6748,5.0973,-2.0786,0,0
2019/12/21,7:51:00,-1132914.98,6092525.557,1504631.843,5,7,4.4765,9.55,4.0157,-3.6847,5.0693,-2.0795,0,0
2019/12/21,7:51:30,-1132915.049,6092525.665,1504631.983,5,7,4.4715,9.5077,4.0095,-3.6943,5.0414,-2.0803,0,0
2019/12/21,7:52:00,-1132915.031,6092525.881,1504632.079,5,7,4.4666,9.4658,4.0036,-3.7035,5.0136,-2.0809,0,0
2019/12/21,7:52:30,-1132915.142,6092526.109,1504632.04,5,7,4.4616,9.4243,3.9978,-3.7123,4.9859,-2.0813,0,0
2019/12/21,7:53:00,-1132915.047,6092525.904,1504632.052,5,7,4.4567,9.3832,3.9923,-3.7209,4.9583,-2.0816,0,0
2019/12/21,7:53:30,-1132914.918,6092525.88,1504631.993,5,7,4.4518,9.3424,3.9868,-3.7291,4.9308,-2.0817,0,0
2019/12/21,7:54:00,-1132914.842,6092525.47,1504631.627,5,7,4.4469,9.3022,3.9816,-3.7371,4.9035,-2.0817,0,0
2019/12/21,7:54:30,-1132915.062,6092525.459,1504631.788,5,7,4.4421,9.2623,3.9766,-3.7447,4.8762,-2.0815,0,0
2019/12/21,7:55:00,-1132914.835,6092524.945,1504631.568,5,7,4.4373,9.2228,3.9717,-3.7522,4.8491,-2.0812,0,0
2019/12/21,7:55:30,-1132915.013,6092525.884,1504632.224,5,7,4.4325,9.1838,3.9671,-3.7593,4.822,-2.0808,0,0
2019/12/21,7:56:00,-1132915.336,6092525.799,1504631.94,5,7,4.4278,9.1453,3.9626,-3.7662,4.7951,-2.0802,0,0
2019/12/21,7:56:30,-1132914.943,6092525.566,1504631.673,5,7,4.423,9.1072,3.9583,-3.7729,4.7683,-2.0795,0,0
2019/12/21,7:57:00,-1132915.324,6092525.584,1504631.748,5,7,4.4183,9.0695,3.9542,-3.7793,4.7417,-2.0787,0,0
2019/12/21,7:57:30,-1132914.552,6092524.814,1504631.831,5,7,4.4137,9.0323,3.9503,-3.7856,4.7151,-2.0778,0,0
2019/12/21,7:58:00,-1132914.757,6092525.686,1504632.047,5,7,4.4091,8.9956,3.9466,-3.7916,4.6887,-2.0767,0,0
2019/12/21,7:58:30,-1132914.782,6092525.098,1504631.619,5,7,4.4045,8.9593,3.9431,-3.7974,4.6624,-2.0756,0,0
2019/12/21,7:59:00,-1132914.615,6092525.573,1504631.838,5,7,4.3999,8.9235,3.9398,-3.8031,4.6362,-2.0743,0,0
2019/12/21,7:59:30,-1132914.473,6092525.017,1504631.729,5,7,4.3954,8.8882,3.9367,-3.8086,4.6101,-2.073,0,0
2019/12/21,8:00:00,-1132915.076,6092526.248,1504631.996,5,7,4.397,8.8944,3.9677,-3.8397,4.5357,-2.0425,0,0
2019/12/21,8:00:30,-1132915.083,6092525.895,1504631.639,5,7,4.3925,8.8619,3.9649,-3.8454,4.5087,-2.041,0,0
2019/12/21,8:01:00,-1132915.058,6092525.853,1504631.789,5,7,4.3881,8.8299,3.9624,-3.8509,4.4817,-2.0393,0,0
2019/12/21,8:01:30,-1132915.022,6092525.885,1504631.873,5,7,4.3837,8.7984,3.96,-3.8562,4.4548,-2.0376,0,0
2019/12/21,8:02:00,-1132915.033,6092525.32,1504631.509,5,7,4.3794,8.7674,3.9579,-3.8614,4.4281,-2.0358,0,0
2019/12/21,8:02:30,-1132915.077,6092525.133,1504631.653,5,7,4.3751,8.7369,3.9561,-3.8665,4.4014,-2.0339,0,0
2019/12/21,8:03:00,-1132914.909,6092525.766,1504631.544,5,7,4.3708,8.7068,3.9544,-3.8715,4.3748,-2.0318,0,0
2019/12/21,8:03:30,-1132914.268,6092524.639,1504631.347,5,8,3.6503,7.4879,3.9267,-2.1256,4.1126,-1.7406,0,0
2019/12/21,8:04:00,-1132914.881,6092525.72,1504631.639,5,8,3.6436,7.4652,3.9272,-2.142,4.0936,-1.7479,0,0
2019/12/21,8:04:30,-1132914.775,6092525.234,1504631.759,5,8,3.6369,7.4429,3.9278,-2.1579,4.0747,-1.755,0,0
2019/12/21,8:05:00,-1132914.973,6092525.441,1504631.75,5,8,3.6302,7.4209,3.9286,-2.1734,4.0559,-1.762,0,0
2019/12/21,8:05:30,-1132914.864,6092525.393,1504631.835,5,8,3.6237,7.3992,3.9296,-2.1885,4.037,-1.7689,0,0
2019/12/21,8:06:00,-1132915.028,6092525.373,1504631.631,5,8,3.6172,7.3778,3.9307,-2.2031,4.0182,-1.7756,0,0
2019/12/21,8:06:30,-1132914.745,6092524.722,1504631.522,5,8,3.6108,7.3567,3.9319,-2.2174,3.9995,-1.7822,0,0
2019/12/21,8:07:00,-1132914.584,6092525.179,1504631.913,5,8,3.6045,7.336,3.9334,-2.2312,3.9808,-1.7887,0,0
2019/12/21,8:07:30,-1132914.805,6092524.873,1504631.66,5,8,3.5982,7.3156,3.9349,-2.2448,3.962,-1.795,0,0
2019/12/21,8:08:00,-1132914.977,6092524.915,1504631.687,5,8,3.592,7.2955,3.9367,-2.2579,3.9434,-1.8013,0,0
2019/12/21,8:08:30,-1132914.63,6092525.724,1504632.1,5,8,3.5859,7.2757,3.9386,-2.2707,3.9247,-1.8074,0,0
2019/12/21,8:09:00,-1132915.136,6092525.434,1504631.581,5,7,4.3232,8.3836,3.9516,-3.9232,4.0613,-2.0006,0,0
2019/12/21,8:09:30,-1132915.026,6092525.147,1504631.657,5,8,3.5739,7.2364,3.9427,-2.2952,3.8871,-1.8192,0,0
2019/12/21,8:10:00,-1132914.7,6092525.304,1504631.896,5,8,3.568,7.2178,3.9451,-2.3071,3.8686,-1.825,0,0
2019/12/21,8:10:30,-1132914.769,6092525.101,1504631.715,5,7,4.3124,8.3137,3.9556,-3.9347,3.9838,-1.991,0,0
2019/12/21,8:11:00,-1132914.819,6092525.137,1504631.626,5,8,3.5564,7.1814,3.9503,-2.3301,3.8315,-1.8362,0,0
2019/12/21,8:11:30,-1132914.742,6092524.936,1504631.61,5,8,3.5507,7.1637,3.9531,-2.3412,3.8129,-1.8417,0,0
2019/12/21,8:12:00,-1132914.999,6092525.694,1504631.971,5,8,3.545,7.1463,3.956,-2.3521,3.7944,-1.8471,0,0
2019/12/21,8:12:30,-1132914.681,6092524.852,1504631.44,5,8,3.5395,7.1293,3.9592,-2.3626,3.7758,-1.8523,0,0
2019/12/21,8:13:00,-1132914.774,6092525.367,1504631.893,5,8,3.534,7.1125,3.9624,-2.373,3.7572,-1.8575,0,0
2019/12/21,8:13:30,-1132915.041,6092525.18,1504632.071,5,8,3.5285,7.0961,3.9658,-2.3831,3.7386,-1.8625,0,0
2019/12/21,8:14:00,-1132914.904,6092525.321,1504631.502,5,8,3.5232,7.08,3.9694,-2.393,3.72,-1.8675,0,0
2019/12/21,8:14:30,-1132914.771,6092525.11,1504631.693,5,8,3.5179,7.0643,3.9731,-2.4026,3.7013,-1.8724,0,0
2019/12/21,8:15:00,-1132914.82,6092525.67,1504631.845,5,8,3.5126,7.0488,3.9769,-2.4121,3.6826,-1.8771,0,0
2019/12/21,8:15:30,-1132914.859,6092524.247,1504631.579,5,8,3.5075,7.0337,3.9809,-2.4213,3.6639,-1.8818,0,0
2019/12/21,8:16:00,-1132914.617,6092524.594,1504631.659,5,8,3.5023,7.0189,3.985,-2.4304,3.6451,-1.8864,0,0
2019/12/21,8:16:30,-1132914.952,6092524.993,1504631.908,5,8,3.4973,7.0045,3.9892,-2.4393,3.6262,-1.8908,0,0
2019/12/21,8:17:00,-1132914.671,6092524.836,1504631.517,5,8,3.4923,6.9903,3.9936,-2.4479,3.6073,-1.8952,0,0
2019/12/21,8:17:30,-1132914.809,6092524.668,1504631.447,5,8,3.4874,6.9765,3.9981,-2.4565,3.5884,-1.8995,0,0
2019/12/21,8:18:00,-1132914.891,6092524.605,1504632.086,5,8,3.4825,6.9631,4.0027,-2.4648,3.5694,-1.9037,0,0
2019/12/21,8:18:30,-1132914.567,6092524.244,1504631.397,5,8,3.4777,6.9499,4.0075,-2.473,3.5503,-1.9078,0,0
2019/12/21,8:19:00,-1132915.187,6092524.569,1504631.085,5,8,3.4729,6.9371,4.0123,-2.4811,3.5311,-1.9117,0,0
2019/12/21,8:19:30,-1132915.213,6092525.298,1504631.852,5,8,3.4683,6.9247,4.0174,-2.489,3.5118,-1.9156,0,0
2019/12/21,8:20:00,-1132914.931,6092525.312,1504631.863,5,8,3.4636,6.9125,4.0225,-2.4968,3.4925,-1.9194,0,0
2019/12/21,8:20:30,-1132914.904,6092525.576,1504631.616,5,8,3.4591,6.9007,4.0277,-2.5044,3.473,-1.9231,0,0
2019/12/21,8:21:00,-1132915.181,6092524.707,1504631.327,5,8,3.4545,6.8893,4.0331,-2.5119,3.4535,-1.9267,0,0
2019/12/21,8:21:30,-1132914.89,6092525.082,1504631.595,5,8,3.4501,6.8781,4.0386,-2.5193,3.4338,-1.9302,0,0
2019/12/21,8:22:00,-1132914.859,6092525.774,1504632.059,5,8,3.4457,6.8673,4.0442,-2.5265,3.414,-1.9336,0,0
2019/12/21,8:22:30,-1132915.088,6092525.536,1504631.7,5,8,3.4413,6.8569,4.0498,-2.5337,3.3941,-1.937,0,0
2019/12/21,8:23:00,-1132914.928,6092525.533,1504631.803,5,8,3.4371,6.8468,4.0556,-2.5408,3.3741,-1.9402,0,0
2019/12/21,8:23:30,-1132915.043,6092525.015,1504631.779,5,8,3.4328,6.837,4.0616,-2.5477,3.3539,-1.9433,0,0
2019/12/21,8:24:00,-1132914.691,6092525.315,1504631.94,5,8,3.4287,6.8276,4.0676,-2.5546,3.3336,-1.9462,0,0
2019/12/21,8:24:30,-1132914.381,6092524.532,1504631.4,5,8,3.4246,6.8185,4.0736,-2.5613,3.3132,-1.9491,0,0
2019/12/21,8:25:00,-1132914.797,6092524.482,1504631.446,5,8,3.4205,6.8097,4.0798,-2.568,3.2926,-1.9519,0,0
2019/12/21,8:25:30,-1132914.629,6092524.228,1504631.003,5,9,3.3361,6.3394,3.1835,-2.1939,2.0961,-1.3903,0,0
2019/12/21,8:26:00,-1132914.791,6092524.02,1504631.042,5,9,3.3324,6.341,3.1867,-2.207,2.076,-1.3938,0,0
2019/12/21,8:26:30,-1132914.656,6092524.204,1504631.199,5,9,3.3288,6.343,3.1899,-2.2199,2.0558,-1.3972,0,0
2019/12/21,8:27:00,-1132914.651,6092524.668,1504631.515,5,8,3.3259,6.9256,3.9366,-2.2725,3.2454,-1.4526,0,0
2019/12/21,8:27:30,-1132914.895,6092524.876,1504631.852,5,8,3.3226,6.9273,3.9367,-2.2915,3.2301,-1.4639,0,0
2019/12/21,8:28:00,-1132914.555,6092524.781,1504631.88,5,8,3.3195,6.9294,3.9368,-2.3102,3.2148,-1.4749,0,0
2019/12/21,8:28:30,-1132914.855,6092525.169,1504631.607,5,8,3.3165,6.9318,3.9369,-2.3287,3.1995,-1.4857,0,0
2019/12/21,8:29:00,-1132914.657,6092525.177,1504631.682,5,8,3.3136,6.9346,3.9369,-2.347,3.1841,-1.4961,0,0
2019/12/21,8:29:30,-1132914.669,6092524.867,1504631.577,5,8,3.3107,6.9377,3.9369,-2.3652,3.1687,-1.5063,0,0
2019/12/21,8:30:00,-1132914.901,6092525.131,1504631.69,5,8,3.308,6.9412,3.9368,-2.3831,3.1533,-1.5162,0,0
2019/12/21,8:30:30,-1132914.67,6092524.059,1504631.389,5,8,3.3054,6.9451,3.9367,-2.4009,3.1378,-1.5259,0,0
2019/12/21,8:31:00,-1132914.831,6092524.806,1504631.082,5,8,3.3029,6.9493,3.9366,-2.4185,3.1224,-1.5353,0,0
2019/12/21,8:31:30,-1132914.451,6092524.589,1504631.804,5,8,3.3004,6.9539,3.9364,-2.436,3.1069,-1.5445,0,0
2019/12/21,8:32:00,-1132914.525,6092525.306,1504631.979,5,8,3.2981,6.9588,3.9361,-2.4534,3.0914,-1.5534,0,0
2019/12/21,8:32:30,-1132914.914,6092525.3,1504631.786,5,8,3.2959,6.9641,3.9358,-2.4706,3.0759,-1.5621,0,0
2019/12/21,8:33:00,-1132914.528,6092525.201,1504631.737,5,8,3.2938,6.9698,3.9354,-2.4877,3.0604,-1.5705,0,0
2019/12/21,8:33:30,-1132914.682,6092524.987,1504631.272,5,8,3.2917,6.9759,3.935,-2.5047,3.0449,-1.5787,0,0
2019/12/21,8:34:00,-1132914.36,6092524.777,1504631.394,5,8,3.2898,6.9823,3.9346,-2.5216,3.0295,-1.5867,0,0
2019/12/21,8:34:30,-1132914.851,6092525.21,1504631.532,5,8,3.288,6.9891,3.934,-2.5384,3.014,-1.5945,0,0
2019/12/21,8:35:00,-1132914.741,6092525.481,1504631.924,5,8,3.2862,6.9963,3.9334,-2.5551,2.9985,-1.602,0,0
2019/12/21,8:35:30,-1132914.912,6092525.058,1504632.225,5,8,3.2846,7.0038,3.9328,-2.5717,2.9831,-1.6093,0,0
2019/12/21,8:36:00,-1132914.721,6092524.579,1504631.401,5,8,3.283,7.0118,3.9321,-2.5883,2.9677,-1.6165,0,0
2019/12/21,8:36:30,-1132914.818,6092525.511,1504631.951,5,8,3.2816,7.0201,3.9313,-2.6048,2.9523,-1.6234,0,0
2019/12/21,8:37:00,-1132914.346,6092525.093,1504631.374,5,8,3.2802,7.0287,3.9305,-2.6213,2.9369,-1.6301,0,0
2019/12/21,8:37:30,-1132914.723,6092525.571,1504631.872,5,8,3.2789,7.0378,3.9296,-2.6377,2.9216,-1.6366,0,0
2019/12/21,8:38:00,-1132914.829,6092525.763,1504631.922,5,8,3.2777,7.0472,3.9286,-2.6541,2.9064,-1.643,0,0
2019/12/21,8:38:30,-1132914.771,6092525.525,1504631.76,5,8,3.2766,7.057,3.9276,-2.6705,2.8912,-1.6491,0,0
2019/12/21,8:39:00,-1132914.956,6092525.345,1504631.948,5,8,3.2756,7.0672,3.9265,-2.6868,2.8761,-1.6551,0,0
2019/12/21,8:39:30,-1132914.869,6092525.583,1504631.515,5,8,3.2747,7.0777,3.9253,-2.7031,2.8611,-1.6609,0,0
2019/12/21,8:40:00,-1132914.786,6092525.727,1504631.792,5,8,3.2739,7.0886,3.9241,-2.7195,2.8461,-1.6665,0,0
2019/12/21,8:40:30,-1132914.823,6092526.558,1504632.172,5,8,3.2731,7.0999,3.9228,-2.7358,2.8312,-1.6719,0,0
2019/12/21,8:41:00,-1132914.519,6092525.255,1504631.4,5,8,3.2725,7.1116,3.9214,-2.7521,2.8164,-1.6771,0,0
2019/12/21,8:41:30,-1132914.824,6092525.385,1504632.217,5,8,3.272,7.1236,3.9199,-2.7684,2.8018,-1.6822,0,0
2019/12/21,8:42:00,-1132914.693,6092525.264,1504631.825,5,8,3.2715,7.136,3.9184,-2.7848,2.7872,-1.6872,0,0
2019/12/21,8:42:30,-1132914.605,6092525.575,1504632.091,5,8,3.2711,7.1488,3.9167,-2.8011,2.7728,-1.6919,0,0
2019/12/21,8:43:00,-1132914.993,6092525.779,1504631.849,5,8,3.2709,7.1619,3.915,-2.8175,2.7585,-1.6966,0,0
2019/12/21,8:43:30,-1132914.509,6092525.7,1504631.8,5,8,3.2707,7.1754,3.9133,-2.8339,2.7443,-1.701,0,0
2019/12/21,8:44:00,-1132914.688,6092525.489,1504631.737,5,8,3.2706,7.1892,3.9114,-2.8504,2.7303,-1.7053,0,0
2019/12/21,8:44:30,-1132914.696,6092526.004,1504631.964,5,8,3.2706,7.2034,3.9095,-2.8669,2.7165,-1.7095,0,0
2019/12/21,8:45:00,-1132914.765,6092525.827,1504631.864,5,8,3.2707,7.218,3.9074,-2.8834,2.7028,-1.7135,0,0
2019/12/21,8:45:30,-1132914.792,6092525.889,1504631.762,5,8,3.2709,7.2329,3.9053,-2.9,2.6893,-1.7174,0,0
2019/12/21,8:46:00,-1132914.688,6092525.229,1504631.5,5,8,3.2711,7.2482,3.9031,-2.9166,2.6761,-1.7212,0,0
2019/12/21,8:46:30,-1132914.599,6092526.235,1504632.275,5,8,3.2715,7.2638,3.9008,-2.9333,2.663,-1.7249,0,0
2019/12/21,8:47:00,-1132914.939,6092525.913,1504631.681,5,8,3.272,7.2797,3.8985,-2.9501,2.6501,-1.7284,0,0
2019/12/21,8:47:30,-1132914.771,6092525.903,1504632.337,5,8,3.2725,7.296,3.896,-2.9669,2.6375,-1.7318,0,0
2019/12/21,8:48:00,-1132914.731,6092526.082,1504632.191,5,8,3.2732,7.3126,3.8935,-2.9838,2.6251,-1.735,0,0
2019/12/21,8:48:30,-1132914.922,6092526.034,1504632.137,5,8,3.2739,7.3295,3.8909,-3.0007,2.613,-1.7382,0,0
2019/12/21,8:49:00,-1132915.085,6092525.698,1504632.012,5,8,3.2747,7.3468,3.8882,-3.0178,2.6011,-1.7413,0,0
2019/12/21,8:49:30,-1132914.918,6092525.449,1504632.191,5,8,3.2757,7.3644,3.8854,-3.0349,2.5896,-1.7442,0,0
2019/12/21,8:50:00,-1132914.878,6092525.981,1504632.233,5,8,3.2767,7.3823,3.8825,-3.0521,2.5783,-1.7471,0,0
2019/12/21,8:50:30,-1132914.993,6092526.438,1504632.459,5,8,3.2778,7.4005,3.8795,-3.0693,2.5673,-1.7498,0,0
2019/12/21,8:51:00,-1132915.159,6092526.673,1504632.374,5,8,3.279,7.419,3.8765,-3.0867,2.5566,-1.7525,0,0
2019/12/21,8:51:30,-1132914.894,6092525.88,1504632.627,5,8,3.2803,7.4378,3.8733,-3.1041,2.5463,-1.7551,0,0
2019/12/21,8:52:00,-1132914.492,6092525.84,1504631.892,5,8,3.2817,7.4569,3.8701,-3.1216,2.5363,-1.7576,0,0
2019/12/21,8:52:30,-1132915.229,6092525.9,1504632.191,5,8,3.2832,7.4763,3.8668,-3.1393,2.5267,-1.76,0,0
2019/12/21,8:53:00,-1132914.96,6092525.412,1504632.05,5,8,3.2848,7.496,3.8634,-3.157,2.5175,-1.7624,0,0
2019/12/21,8:53:30,-1132914.754,6092525.809,1504632.378,5,8,3.2865,7.516,3.86,-3.1748,2.5086,-1.7647,0,0
2019/12/21,8:54:00,-1132914.902,6092525.882,1504632.257,5,8,3.2883,7.5362,3.8564,-3.1926,2.5001,-1.7669,0,0
2019/12/21,8:54:30,-1132914.953,6092526.111,1504632.287,5,8,3.2902,7.5567,3.8528,-3.2106,2.4921,-1.7691,0,0
2019/12/21,8:55:00,-1132914.924,6092525.99,1504632.696,5,8,3.2922,7.5775,3.849,-3.2287,2.4844,-1.7712,0,0
2019/12/21,8:55:30,-1132914.964,6092526.436,1504632.302,5,8,3.2943,7.5985,3.8452,-3.2468,2.4772,-1.7732,0,0
2019/12/21,8:56:00,-1132915.123,6092526.427,1504632.219,5,8,3.2964,7.6197,3.8414,-3.2651,2.4704,-1.7753,0,0
2019/12/21,8:56:30,-1132914.761,6092526.061,1504632.211,5,8,3.2987,7.6412,3.8374,-3.2834,2.4641,-1.7772,0,0
2019/12/21,8:57:00,-1132914.788,6092526.074,1504632.15,5,8,3.3011,7.6629,3.8334,-3.3019,2.4583,-1.7792,0,0
2019/12/21,8:57:30,-1132914.941,6092525.535,1504632.169,5,8,3.3036,7.6849,3.8293,-3.3204,2.453,-1.7811,0,0
2019/12/21,8:58:00,-1132914.835,6092526.213,1504632.235,5,8,3.3061,7.707,3.8251,-3.339,2.4481,-1.783,0,0
2019/12/21,8:58:30,-1132914.82,6092525.936,1504632.082,5,8,3.3088,7.7294,3.8209,-3.3577,2.4437,-1.7848,0,0
2019/12/21,8:59:00,-1132914.757,6092525.835,1504632.261,5,8,3.3116,7.752,3.8165,-3.3765,2.4399,-1.7867,0,0
2019/12/21,8:59:30,-1132914.932,6092526.009,1504632.2,5,8,3.3144,7.7747,3.8122,-3.3954,2.4366,-1.7885,0,0
2019/12/21,9:00:00,-1132914.528,6092524.7,1504632.924,5,8,3.3174,7.5701,3.7659,-3.4185,2.6411,-1.788,0,0
2019/12/21,9:00:30,-1132914.403,6092524.618,1504632.443,5,8,3.3204,7.5907,3.7617,-3.4367,2.6394,-1.7903,0,0
2019/12/21,9:01:00,-1132914.707,6092525.074,1504632.736,5,8,3.3236,7.6116,3.7575,-3.4549,2.6382,-1.7927,0,0
2019/12/21,9:01:30,-1132914.415,6092524.891,1504632.37,5,8,3.3269,7.6326,3.7532,-3.4732,2.6375,-1.7951,0,0
2019/12/21,9:02:00,-1132914.682,6092525.75,1504632.699,5,8,3.3302,7.6538,3.7489,-3.4915,2.6372,-1.7974,0,0
2019/12/21,9:02:30,-1132914.642,6092524.894,1504632.492,5,8,3.3337,7.6751,3.7446,-3.5099,2.6373,-1.7998,0,0
2019/12/21,9:03:00,-1132914.427,6092524.802,1504632.431,5,8,3.3372,7.6966,3.7402,-3.5284,2.6379,-1.8022,0,0
2019/12/21,9:03:30,-1132914.699,6092525.368,1504632.867,5,8,3.3409,7.7183,3.7358,-3.5469,2.639,-1.8047,0,0
2019/12/21,9:04:00,-1132914.514,6092524.693,1504632.378,5,8,3.3446,7.7401,3.7313,-3.5654,2.6405,-1.8071,0,0
2019/12/21,9:04:30,-1132914.557,6092524.801,1504632.651,5,8,3.3484,7.762,3.7268,-3.5841,2.6424,-1.8096,0,0
2019/12/21,9:05:00,-1132914.645,6092525.092,1504632.507,5,8,3.3523,7.784,3.7223,-3.6027,2.6449,-1.8121,0,0
2019/12/21,9:05:30,-1132914.654,6092525.202,1504632.443,5,8,3.3563,7.8062,3.7178,-3.6214,2.6478,-1.8147,0,0
2019/12/21,9:06:00,-1132914.421,6092525.482,1504632.405,5,8,3.3604,7.8285,3.7133,-3.6402,2.6512,-1.8172,0,0
2019/12/21,9:06:30,-1132914.669,6092525.917,1504632.283,5,8,3.3645,7.8508,3.7087,-3.659,2.655,-1.8199,0,0
2019/12/21,9:07:00,-1132914.669,6092525.716,1504632.857,5,8,3.3688,7.8733,3.7041,-3.6778,2.6593,-1.8225,0,0
2019/12/21,9:07:30,-1132914.432,6092525.607,1504632.449,5,8,3.3731,7.8959,3.6995,-3.6966,2.6641,-1.8253,0,0
2019/12/21,9:08:00,-1132914.545,6092524.953,1504632.888,5,8,3.3775,7.9185,3.6949,-3.7155,2.6693,-1.828,0,0
2019/12/21,9:08:30,-1132914.667,6092525.797,1504632.579,5,8,3.382,7.9412,3.6903,-3.7344,2.6749,-1.8309,0,0
2019/12/21,9:09:00,-1132914.788,6092525.209,1504632.721,5,8,3.3866,7.9639,3.6856,-3.7533,2.681,-1.8337,0,0
2019/12/21,9:09:30,-1132914.503,6092525.136,1504632.628,5,8,3.3912,7.9867,3.681,-3.7722,2.6876,-1.8367,0,0
2019/12/21,9:10:00,-1132914.511,6092525.133,1504632.894,5,8,3.396,8.0095,3.6764,-3.7911,2.6946,-1.8397,0,0
2019/12/21,9:10:30,-1132914.66,6092525.063,1504632.696,5,8,3.4008,8.0323,3.6718,-3.81,2.702,-1.8427,0,0
2019/12/21,9:11:00,-1132914.782,6092525.584,1504632.857,5,8,3.4056,8.0552,3.6671,-3.829,2.7099,-1.8458,0,0
2019/12/21,9:11:30,-1132914.924,6092525.409,1504632.803,5,8,3.4106,8.0781,3.6625,-3.8479,2.7181,-1.849,0,0
2019/12/21,9:12:00,-1132914.703,6092525.344,1504632.604,5,8,3.4156,8.101,3.6579,-3.8667,2.7268,-1.8522,0,0
2019/12/21,9:12:30,-1132914.637,6092525.01,1504632.681,5,8,3.4207,8.1238,3.6534,-3.8856,2.7359,-1.8555,0,0
2019/12/21,9:13:00,-1132914.488,6092524.545,1504632.727,5,8,3.4258,8.1467,3.6488,-3.9044,2.7454,-1.8589,0,0
2019/12/21,9:13:30,-1132914.687,6092524.647,1504632.498,5,8,3.431,8.1695,3.6443,-3.9232,2.7553,-1.8624,0,0
2019/12/21,9:14:00,-1132914.449,6092524.879,1504632.538,5,8,3.4362,8.1923,3.6398,-3.942,2.7656,-1.8659,0,0
2019/12/21,9:14:30,-1132914.638,6092524.969,1504632.746,5,8,3.4416,8.215,3.6353,-3.9607,2.7762,-1.8694,0,0
2019/12/21,9:15:00,-1132914.595,6092524.877,1504632.419,5,8,3.4469,8.2376,3.6308,-3.9794,2.7872,-1.8731,0,0
2019/12/21,9:15:30,-1132914.762,6092524.999,1504632.714,5,8,3.4523,8.2602,3.6264,-3.998,2.7986,-1.8768,0,0
2019/12/21,9:16:00,-1132914.363,6092525.272,1504632.43,5,8,3.4578,8.2827,3.622,-4.0165,2.8103,-1.8806,0,0
2019/12/21,9:16:30,-1132914.74,6092524.829,1504632.64,5,8,3.4633,8.3051,3.6177,-4.0349,2.8223,-1.8844,0,0
2019/12/21,9:17:00,-1132914.841,6092525.925,1504632.707,5,8,3.4688,8.3275,3.6133,-4.0533,2.8346,-1.8883,0,0
2019/12/21,9:17:30,-1132914.979,6092525.326,1504632.767,5,8,3.4744,8.3496,3.6091,-4.0716,2.8472,-1.8923,0,0
2019/12/21,9:18:00,-1132914.699,6092525.122,1504632.371,5,8,3.48,8.3717,3.6049,-4.0898,2.8602,-1.8963,0,0
